Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick18v8fvhnet2nurd7xmfgp5mtw4ajn7372scez7q,13865403910uqck,254306558uqck,10014403881uqck,1718496000,1671195600,"{length: 7729200, amount: 2310900651uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2592000, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2592000, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2592000, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2592000, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2505600, amount: 770300217uqck}; {length: 2678400, amount: 770300217uqck}; {length: 2592000, amount: 770300217uqck}; {length: 2678400, amount: 770300221uqck}"
Periodic,quick18ddl8rqk5dug3v2cjrkvrw07uc2mcyuutumdcr,6827199220uqck,857315uqck,5689332685uqck,1718496000,1671195600,"{length: 7729200, amount: 1137866535uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2592000, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2592000, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2592000, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2592000, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2505600, amount: 379288845uqck}; {length: 2678400, amount: 379288845uqck}; {length: 2592000, amount: 379288845uqck}; {length: 2678400, amount: 379288855uqck}"
Periodic,quick18wrwfpm45g8vahs3zwvgda7dfqewhjups659ff,10536206488uqck,,6979655885uqck,1718496000,1671195600,"{length: 7729200, amount: 1756034412uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2592000, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2592000, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2592000, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2592000, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2505600, amount: 585344805uqck}; {length: 2678400, amount: 585344805uqck}; {length: 2592000, amount: 585344805uqck}; {length: 2678400, amount: 585344806uqck}"
Periodic,quick18w2x6tcj85kxenq9380ujpls2mp0e5j85ny7m7,1641153659uqck,,8205760uqck,1718496000,1671195600,"{length: 7729200, amount: 273525609uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2592000, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2592000, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2592000, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2592000, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2505600, amount: 91175203uqck}; {length: 2678400, amount: 91175203uqck}; {length: 2592000, amount: 91175203uqck}; {length: 2678400, amount: 91175208uqck}"
Periodic,quick18w34mqufcxrk0rar9heqa2lh3nlpx57c6p6wa6,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick180fug2cmn30gr8lfndj7emtruzpnn7g5fyq25m,468901045uqck,,467901015uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick18396kvjahjwfgr7cka4n3th73nmgx24g3fm83f,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick183gxwa0n40af7s4qq8ma3efgekyj67enxulhj7,2194456892uqck,28000000uqck,1590000000uqck,1718496000,1671195600,"{length: 7729200, amount: 365742813uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2592000, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2592000, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2592000, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2592000, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2505600, amount: 121914271uqck}; {length: 2678400, amount: 121914271uqck}; {length: 2592000, amount: 121914271uqck}; {length: 2678400, amount: 121914285uqck}"
Periodic,quick183nmfqwwxm7xzgtclkk5jvmtjwvc04xr58lpzk,468901045uqck,,314101833uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick18nsmrahry9ueqa6fp7s68nn8c3sc7dlz9atfr0,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick18nupa5ptx6n5q2240xpgm4pqlhy2080zjpgkd3,2729004084uqck,94951928uqck,2728000000uqck,1718496000,1671195600,"{length: 7729200, amount: 454834014uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2592000, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2592000, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2592000, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2592000, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2505600, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}; {length: 2592000, amount: 151611338uqck}; {length: 2678400, amount: 151611338uqck}"
Periodic,quick18474ff67d4a2wl7h5dlgyeyfcfclgmc0s26rzq,1406703136uqck,,1090000000uqck,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick18k5uznd2gxl4xhamhtcn2z36ghc80qurljyqp4,4576474202uqck,,3053000000uqck,1718496000,1671195600,"{length: 7729200, amount: 762745698uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2592000, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2592000, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2592000, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2592000, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2505600, amount: 254248566uqck}; {length: 2678400, amount: 254248566uqck}; {length: 2592000, amount: 254248566uqck}; {length: 2678400, amount: 254248580uqck}"
Periodic,quick18kakh2pus6feyfvxftttx8t496rwdty303v3r7,6508346509uqck,,4692771774uqck,1718496000,1671195600,"{length: 7729200, amount: 1084724418uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2592000, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2592000, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2592000, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2592000, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2505600, amount: 361574806uqck}; {length: 2678400, amount: 361574806uqck}; {length: 2592000, amount: 361574806uqck}; {length: 2678400, amount: 361574807uqck}"
Periodic,quick18k7vfvq2zwth2uzr0sug5vf52pet6u6u6mssxk,1219142718uqck,,,1718496000,1671195600,"{length: 7729200, amount: 203190453uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2592000, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2592000, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2592000, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2592000, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2505600, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}; {length: 2592000, amount: 67730151uqck}; {length: 2678400, amount: 67730151uqck}"
Periodic,quick18h55g3pj70tqskrvds2tkxdqwp9cesq7xrvqcr,9725007680uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1620834612uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2592000, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2592000, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2592000, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2592000, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2505600, amount: 540278204uqck}; {length: 2678400, amount: 540278204uqck}; {length: 2592000, amount: 540278204uqck}; {length: 2678400, amount: 540278212uqck}"
Periodic,quick18c2ey6y4n6hutmsfp4nu2zdfu20hqf3slk7ca5,8074476000uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1345746000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2592000, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2592000, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2592000, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2592000, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2505600, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}; {length: 2592000, amount: 448582000uqck}; {length: 2678400, amount: 448582000uqck}"
Periodic,quick18cj8u2hz9daf4hn3gsnnhzgu9an7qnu92cc960,6011311401uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1001885232uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2592000, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2592000, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2592000, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2592000, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2505600, amount: 333961744uqck}; {length: 2678400, amount: 333961744uqck}; {length: 2592000, amount: 333961744uqck}; {length: 2678400, amount: 333961753uqck}"
Periodic,quick18can39pxmm22nv6mrzngpa88vgnmjdq52g452l,1387947094uqck,,,1718496000,1671195600,"{length: 7729200, amount: 231324513uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2592000, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2592000, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2592000, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2592000, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2505600, amount: 77108172uqck}; {length: 2678400, amount: 77108172uqck}; {length: 2592000, amount: 77108172uqck}; {length: 2678400, amount: 77108173uqck}"
Periodic,quick18mtgryhs3ckarnj4jqfnt2atyxuvs4x93fud97,994070216uqck,55932481uqck,773165724uqck,1718496000,1671195600,"{length: 7729200, amount: 165678369uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2592000, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2592000, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2592000, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2592000, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2505600, amount: 55226123uqck}; {length: 2678400, amount: 55226123uqck}; {length: 2592000, amount: 55226123uqck}; {length: 2678400, amount: 55226125uqck}"
Periodic,quick18lk4c6hmgc39wqc7ppw40u5y8v2n2upes08fqp,6573992655uqck,,5332000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1095665442uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2592000, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2592000, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2592000, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2592000, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2505600, amount: 365221814uqck}; {length: 2678400, amount: 365221814uqck}; {length: 2592000, amount: 365221814uqck}; {length: 2678400, amount: 365221817uqck}"
Periodic,quick1gq86auyyc20jv389e2wmq4j7zpglak0ee68rqa,8374572669uqck,5762040uqck,6978810558uqck,1718496000,1671195600,"{length: 7729200, amount: 1395762111uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2592000, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2592000, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2592000, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2592000, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2505600, amount: 465254037uqck}; {length: 2678400, amount: 465254037uqck}; {length: 2592000, amount: 465254037uqck}; {length: 2678400, amount: 465254040uqck}"
Periodic,quick1gq767a7he74nes8j7v36t7yu94a3rluvwg3m09,468901045uqck,,390000000uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
